bioguide_id,state,party,full_name,url,twitter,twitter_id,facebook,id.bioguide,social.twitter,social.facebook,social.youtube_id,social.twitter_id,social.youtube,social.instagram,social.instagram_id
W000830,CA,Democrat,George Whitesides,https://whitesides.house.gov,Rep_Whitesides,,repwhitesides,W000830,Rep_Whitesides,repwhitesides,,,,repwhitesides,
R000620,CA,Democrat,Luz M. Rivas,https://rivas.house.gov,RepLuzRivas,,congresswomanluzrivas,R000620,RepLuzRivas,congresswomanluzrivas,,,,RepLuzRivas,
F000483,CA,Democrat,Laura Friedman,https://friedman.house.gov,RepFriedmanCA,,RepLauraFriedman,F000483,RepFriedmanCA,RepLauraFriedman,,,,RepLauraFriedman,
T000491,CA,Democrat,Derek Tran,https://tran.house.gov,,,,,,,,,,,
M001241,CA,Democrat,Dave Min,https://min.house.gov,,,,,,,,,,,
H001100,CO,Republican,Jeff Hurd,https://hurd.house.gov,RepJeffHurd,,61571570223582,H001100,RepJeffHurd,61571570223582,,,@RepJeffHurd03,repjeffhurd,
C001137,CO,Republican,Jeff Crank,https://crank.house.gov,RepJeffCrank,,RepJeffCrank,C001137,RepJeffCrank,RepJeffCrank,,,,repjeffcrank,
E000300,CO,Republican,Gabe Evans,https://gabeevans.house.gov,repgabeevans,,RepGabeEvans,E000300,repgabeevans,RepGabeEvans,,,,RepGabeEvans,
M001238,DE,Democrat,Sarah McBride,https://mcbride.house.gov,,,CongresswomanSarahMcBride,M001238,,CongresswomanSarahMcBride,,,,congresswomansarahmcbride,
H001099,FL,Republican,Mike Haridopolos,https://haridopolos.house.gov,repharidopolos,,,H001099,repharidopolos,,,,,,
J000311,GA,Republican,Brian Jack,https://jack.house.gov,RepBrianJack,,RepBrianJack,J000311,RepBrianJack,RepBrianJack,,,,repbrianjack,
S001229,IN,Republican,Jefferson Shreve,https://shreve.house.gov,repshreve,,RepJeffersonShreve,S001229,repshreve,RepJeffersonShreve,,,,repshreve,
M001233,IN,Republican,Mark B. Messmer,https://messmer.house.gov,,,CongressmanMessmer,M001233,,CongressmanMessmer,,,,HouseRepublicans,
S001228,KS,Republican,Derek Schmidt,https://schmidt.house.gov,repderekschmidt,,repderekschmidt,S001228,repderekschmidt,repderekschmidt,,,,repderekschmidt,
O000176,MD,Democrat,"Johnny Olszewski, Jr.",https://olszewski.house.gov,RepJohnnyO,,,O000176,RepJohnnyO,,,,,repjohnnyo,
E000301,MD,Democrat,Sarah Elfreth,https://elfreth.house.gov,repsarahelfreth,,RepSarahElfreth,E000301,repsarahelfreth,RepSarahElfreth,,,,RepSarahElfreth,
M001232,MD,Democrat,April McClain Delaney,https://mcclaindelaney.house.gov,RepAprilDelaney,,RepAprilDelaney,M001232,RepAprilDelaney,RepAprilDelaney,,,,repaprildelaney,
B001321,MI,Republican,Tom Barrett,https://barrett.house.gov,reptombarrett,,RepTomBarrett,B001321,reptombarrett,RepTomBarrett,,,,,
M001237,MI,Democrat,Kristen McDonald Rivet,https://mcdonaldrivet.house.gov,repkmr,,repmcdonaldrivet,M001237,repkmr,repmcdonaldrivet,,,,repmcdonaldrivet,
M001234,MN,Democrat,Kelly Morrison,https://morrison.house.gov,kellymorrisonmn,,repkellymorrison,M001234,kellymorrisonmn,repkellymorrison,,,,kellymorrisonmn,
B001324,MO,Democrat,Wesley Bell,https://bell.house.gov,RepWesleyBellMO,,61571538239904,B001324,RepWesleyBellMO,61571538239904,,,,,
O000177,MO,Republican,"Robert F. Onder, Jr.",https://onder.house.gov,RepBobOnder,,RepBobOnder,O000177,RepBobOnder,RepBobOnder,,,,repbobonder,
K000404,MP,Republican,Kimberlyn King-Hinds,https://king-hinds.house.gov,RepKimKingHinds,,61571529818077,K000404,RepKimKingHinds,61571529818077,,,,RepKimKingHinds,
D000634,MT,Republican,Troy Downing,https://downing.house.gov,reptroydowning,,reptroydowning,D000634,reptroydowning,reptroydowning,,,,reptroydowning,
M001240,NC,Republican,Addison P. McDowell,https://mcdowell.house.gov,RepMcDowell,,RepMcDowell,M001240,RepMcDowell,RepMcDowell,,,,repmcdowell,
